order_id,created_at,delivered_at,customer_name,gross_amount,payment_method,erp_status,return_policy_days
ORD_6001,2026-09-08T23:52:00,,Distributor_2,1500.00,AMEX,SUCCESS,0
ORD_6002,2026-09-08T23:52:00,,Distributor_3,1727.75,UPI,SUCCESS,0
ORD_6003,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_4,1955.50,NETBANKING,SUCCESS,0
ORD_6004,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_5,2183.25,UPI,SUCCESS,0
ORD_6005,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_6,2411.00,NETBANKING,SUCCESS,0
ORD_6006,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_7,2638.75,UPI,SUCCESS,0
ORD_6007,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_8,2866.50,NETBANKING,SUCCESS,0
ORD_6008,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_9,2518.50,UPI,SUCCESS,14
ORD_6009,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_10,2746.25,NETBANKING,SUCCESS,14
ORD_6010,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_11,2974.00,AMEX,SUCCESS,0
ORD_6011,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_12,3201.75,NETBANKING,SUCCESS,0
ORD_6012,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_13,3429.50,UPI,SUCCESS,0
ORD_6013,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_14,3657.25,NETBANKING,SUCCESS,0
ORD_6014,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_15,3885.00,UPI,SUCCESS,0
ORD_6015,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_16,3537.00,NETBANKING,SUCCESS,0
ORD_6016,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_17,3764.75,UPI,SUCCESS,0
ORD_6017,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_18,3992.50,NETBANKING,SUCCESS,0
ORD_6018,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_19,4220.25,UPI,SUCCESS,0
ORD_6019,2026-09-04T10:00:00,,Distributor_20,4448.00,AMEX,PENDING_VERIFICATION,0
ORD_6020,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_21,4675.75,UPI,SUCCESS,0
ORD_6021,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_22,4903.50,NETBANKING,SUCCESS,0
ORD_6022,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_23,4555.50,UPI,SUCCESS,0
ORD_6023,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_24,4783.25,NETBANKING,SUCCESS,0
ORD_6024,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_25,5011.00,UPI,SUCCESS,0
ORD_6025,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_26,5238.75,NETBANKING,SUCCESS,0
ORD_6026,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_27,5466.50,UPI,SUCCESS,0
