order_id,created_at,delivered_at,customer_name,gross_amount,payment_method,erp_status,return_policy_days
ORD_3001,2026-09-05T23:52:00,,Distributor_42,1500.00,AMEX,SUCCESS,0
ORD_3002,2026-09-05T23:52:00,,Distributor_43,1727.75,UPI,SUCCESS,0
ORD_3003,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_44,1955.50,NETBANKING,SUCCESS,0
ORD_3004,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_45,2183.25,UPI,SUCCESS,0
ORD_3005,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_46,2411.00,NETBANKING,SUCCESS,0
ORD_3006,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_47,2638.75,UPI,SUCCESS,0
ORD_3007,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_48,2866.50,NETBANKING,SUCCESS,0
ORD_3008,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_49,2518.50,UPI,SUCCESS,14
ORD_3009,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_50,2746.25,NETBANKING,SUCCESS,14
ORD_3010,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_51,2974.00,AMEX,SUCCESS,0
ORD_3011,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_52,3201.75,NETBANKING,SUCCESS,0
ORD_3012,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_53,3429.50,UPI,SUCCESS,0
ORD_3013,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_54,3657.25,NETBANKING,SUCCESS,0
ORD_3014,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_55,3885.00,UPI,SUCCESS,0
ORD_3015,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_56,3537.00,NETBANKING,SUCCESS,0
ORD_3016,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_57,3764.75,UPI,SUCCESS,0
ORD_3017,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_58,3992.50,NETBANKING,SUCCESS,0
ORD_3018,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_59,4220.25,UPI,SUCCESS,0
ORD_3019,2026-09-04T10:00:00,,Distributor_60,4448.00,AMEX,PENDING_VERIFICATION,0
ORD_3020,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_61,4675.75,UPI,SUCCESS,0
ORD_3021,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_62,4903.50,NETBANKING,SUCCESS,0
ORD_3022,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_63,4555.50,UPI,SUCCESS,0
ORD_3023,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_64,4783.25,NETBANKING,SUCCESS,0
ORD_3024,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_65,5011.00,UPI,SUCCESS,0
ORD_3025,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_66,5238.75,NETBANKING,SUCCESS,0
ORD_3026,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_67,5466.50,UPI,SUCCESS,0
ORD_3027,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_68,5694.25,NETBANKING,SUCCESS,0
ORD_3028,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_69,5922.00,AMEX,SUCCESS,0
ORD_3029,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_70,5574.00,NETBANKING,SUCCESS,0
ORD_3030,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_71,5801.75,UPI,SUCCESS,0
ORD_3031,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_72,6029.50,NETBANKING,SUCCESS,0
ORD_3032,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_73,6257.25,UPI,SUCCESS,0
ORD_3033,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_74,6485.00,NETBANKING,SUCCESS,0
ORD_3034,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_75,6712.75,UPI,SUCCESS,0
ORD_3035,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_76,6940.50,NETBANKING,SUCCESS,0
ORD_3036,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_77,6592.50,UPI,SUCCESS,0
ORD_3037,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_78,6820.25,AMEX,SUCCESS,0
ORD_3038,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_79,7048.00,UPI,SUCCESS,0
ORD_3039,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_80,7275.75,NETBANKING,SUCCESS,0
ORD_3040,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_1,7503.50,UPI,SUCCESS,0
ORD_3041,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_2,7731.25,NETBANKING,SUCCESS,0
ORD_3042,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_3,7959.00,UPI,SUCCESS,0
ORD_3043,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_4,7611.00,NETBANKING,SUCCESS,0
ORD_3044,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_5,7838.75,UPI,SUCCESS,0
ORD_3045,2026-09-05T10:00:00,2026-09-06T10:00:00,Distributor_6,8066.50,NETBANKING,SUCCESS,0
ORD_3046,2026-09-01T10:00:00,2026-09-02T10:00:00,Distributor_7,8294.25,AMEX,SUCCESS,0
ORD_3047,2026-09-02T10:00:00,2026-09-03T10:00:00,Distributor_8,8522.00,NETBANKING,SUCCESS,0
ORD_3048,2026-09-03T10:00:00,2026-09-04T10:00:00,Distributor_9,8749.75,UPI,SUCCESS,0
ORD_3049,2026-09-04T10:00:00,2026-09-05T10:00:00,Distributor_10,8977.50,NETBANKING,SUCCESS,0
